Date,Price,Open,High,Low,Vol.,Change %
9/7/2021,610.00,610.00,610.00,610.00,,-0.01
9/6/2021,615.00,615.00,615.00,615.00,,0.00
9/3/2021,616.00,616.00,616.00,616.00,,0.00
9/2/2021,617.00,617.00,617.00,617.00,,0.01
9/1/2021,613.00,613.00,613.00,613.00,,0.00
8/31/2021,610.00,610.00,610.00,610.00,,0.01
8/27/2021,604.00,604.00,604.00,604.00,,0.00
8/26/2021,604.00,604.00,604.00,604.00,,0.00
8/25/2021,603.00,603.00,603.00,603.00,,0.00
8/24/2021,605.00,605.00,605.00,605.00,,0.00
8/23/2021,607.00,607.00,607.00,607.00,,0.00
8/20/2021,610.00,610.00,610.00,610.00,,0.00
8/19/2021,608.00,608.00,608.00,608.00,,0.00
8/18/2021,607.00,607.00,607.00,607.00,,0.00
8/17/2021,608.00,608.00,608.00,608.00,,0.00
8/16/2021,610.00,610.00,610.00,610.00,,0.00
8/13/2021,613.00,613.00,613.00,613.00,,0.01
8/12/2021,609.00,609.00,609.00,609.00,,0.00
8/11/2021,608.00,608.00,608.00,608.00,,0.00
8/10/2021,608.00,608.00,608.00,608.00,,0.00
8/9/2021,608.00,608.00,608.00,608.00,,0.00
8/6/2021,609.00,609.00,609.00,609.00,,0.00
8/5/2021,607.00,607.00,607.00,607.00,,0.00
8/4/2021,607.00,607.00,607.00,607.00,,0.01
8/3/2021,604.00,604.00,604.00,604.00,,0.00
8/2/2021,605.00,605.00,605.00,605.00,,0.00
7/30/2021,604.00,604.00,604.00,604.00,,0.00
7/29/2021,604.00,604.00,604.00,604.00,,0.01
7/28/2021,598.00,598.00,598.00,598.00,,0.01
7/27/2021,594.00,594.00,594.00,594.00,,0.00
7/26/2021,592.00,592.00,592.00,592.00,,0.00
7/23/2021,593.00,593.00,593.00,593.00,,0.00
7/22/2021,593.00,593.00,593.00,593.00,,0.00
7/21/2021,591.00,591.00,591.00,591.00,,0.00
7/20/2021,590.00,590.00,590.00,590.00,,0.00
7/19/2021,590.00,590.00,590.00,590.00,,0.00
7/16/2021,589.00,589.00,589.00,589.00,,0.01
7/15/2021,585.00,585.00,585.00,585.00,,0.01
7/14/2021,580.00,580.00,580.00,580.00,,0.00
7/13/2021,582.00,582.00,582.00,582.00,,0.00
7/12/2021,583.00,583.00,583.00,583.00,,-0.01
7/9/2021,586.00,586.00,586.00,586.00,,0.00
7/8/2021,588.00,588.00,588.00,588.00,,0.00
7/7/2021,588.00,588.00,588.00,588.00,,-0.01
7/6/2021,591.00,591.00,591.00,591.00,,0.01
7/5/2021,586.00,586.00,586.00,586.00,,-0.01
7/2/2021,590.00,590.00,590.00,590.00,,0.00
7/1/2021,592.00,592.00,592.00,592.00,,-0.01
6/30/2021,598.00,598.00,598.00,598.00,,-0.01
6/29/2021,605.00,605.00,605.00,605.00,,-0.01
6/28/2021,614.00,614.00,614.00,614.00,,-0.02
6/25/2021,624.00,624.00,624.00,624.00,,0.00
6/24/2021,624.00,624.00,624.00,624.00,,0.00
6/23/2021,621.00,621.00,621.00,621.00,,0.01
6/22/2021,615.00,615.00,615.00,615.00,,0.02
6/21/2021,604.00,604.00,604.00,604.00,,0.02
6/18/2021,592.00,592.00,592.00,592.00,,0.01
6/17/2021,588.00,588.00,588.00,588.00,,0.00
6/16/2021,586.00,586.00,586.00,586.00,,0.01
6/15/2021,583.00,583.00,583.00,583.00,,0.00
6/14/2021,582.00,582.00,582.00,582.00,,0.00
6/11/2021,581.00,581.00,581.00,581.00,,0.00
6/10/2021,580.00,580.00,580.00,580.00,,0.00
6/9/2021,581.00,581.00,581.00,581.00,,0.00
6/8/2021,579.00,579.00,579.00,579.00,,-0.01
6/7/2021,583.00,583.00,583.00,583.00,,0.00
6/4/2021,585.00,585.00,585.00,585.00,,-0.01
6/3/2021,589.00,589.00,589.00,589.00,,-0.01
6/2/2021,595.00,595.00,595.00,595.00,,-0.01
6/1/2021,598.00,598.00,598.00,598.00,,-0.01
5/28/2021,604.00,604.00,604.00,604.00,,0.00
5/27/2021,605.00,605.00,605.00,605.00,,-0.01
5/26/2021,610.00,610.00,610.00,610.00,,-0.01
5/25/2021,614.00,614.00,614.00,614.00,,0.00
5/24/2021,613.00,613.00,613.00,613.00,,0.00
5/21/2021,615.00,615.00,615.00,615.00,,0.01
5/20/2021,610.00,610.00,610.00,610.00,,0.01
5/19/2021,606.00,606.00,606.00,606.00,,-0.01
5/18/2021,611.00,611.00,611.00,611.00,,0.00
5/17/2021,610.00,610.00,610.00,610.00,,0.00
5/14/2021,610.00,610.00,610.00,610.00,,0.00
5/13/2021,610.00,610.00,610.00,610.00,,0.00
5/12/2021,613.00,613.00,613.00,613.00,,0.01
5/11/2021,606.00,606.00,606.00,606.00,,0.00
5/10/2021,605.00,605.00,605.00,605.00,,0.00
5/7/2021,607.00,607.00,607.00,607.00,,0.01
5/6/2021,604.00,604.00,604.00,604.00,,0.00
5/5/2021,604.00,604.00,604.00,604.00,,0.00
5/4/2021,602.00,602.00,602.00,602.00,,-0.01
4/30/2021,606.00,606.00,606.00,606.00,,0.00
4/29/2021,605.00,605.00,605.00,605.00,,0.00
4/28/2021,604.00,604.00,604.00,604.00,,0.00
4/27/2021,603.00,603.00,603.00,603.00,,0.00
4/26/2021,603.00,603.00,603.00,603.00,,0.00
4/23/2021,604.00,604.00,604.00,604.00,,0.00
4/22/2021,605.00,605.00,605.00,605.00,,0.00
4/21/2021,603.00,603.00,603.00,603.00,,0.01
4/20/2021,600.00,600.00,600.00,600.00,,-0.01
4/19/2021,603.00,603.00,603.00,603.00,,0.00
4/16/2021,605.00,605.00,605.00,605.00,,0.00
4/15/2021,608.00,608.00,608.00,608.00,,-0.01
4/14/2021,612.00,612.00,612.00,612.00,,0.00
4/13/2021,614.00,614.00,614.00,614.00,,-0.02
4/12/2021,629.00,629.00,629.00,629.00,,-0.03
4/9/2021,646.00,646.00,646.00,646.00,,-0.02
4/8/2021,658.00,658.00,658.00,658.00,,-0.03
4/7/2021,675.00,675.00,675.00,675.00,,-0.01
4/6/2021,685.00,685.00,685.00,685.00,,-0.02
4/1/2021,699.00,699.00,699.00,699.00,,-0.02
3/31/2021,710.00,710.00,710.00,710.00,,-0.04
3/30/2021,737.00,737.00,737.00,737.00,,-0.04
3/29/2021,765.00,765.00,765.00,765.00,,0.00
3/26/2021,765.00,765.00,765.00,765.00,,0.02
3/25/2021,748.00,748.00,748.00,748.00,,0.01
3/24/2021,743.00,743.00,743.00,743.00,,-0.01
3/23/2021,747.00,747.00,747.00,747.00,,0.00
3/22/2021,746.00,746.00,746.00,746.00,,0.00
3/19/2021,748.00,748.00,748.00,748.00,,-0.01
3/18/2021,753.00,753.00,753.00,753.00,,0.01
3/17/2021,746.00,746.00,746.00,746.00,,0.01
3/16/2021,742.00,742.00,742.00,742.00,,0.02
3/15/2021,727.00,727.00,727.00,727.00,,0.01
3/12/2021,721.00,721.00,721.00,721.00,,0.00
3/11/2021,720.00,720.00,720.00,720.00,,0.02
3/10/2021,706.00,706.00,706.00,706.00,,0.01
3/9/2021,696.00,696.00,696.00,696.00,,0.04
3/8/2021,672.00,672.00,672.00,672.00,,0.01
3/5/2021,666.00,666.00,666.00,666.00,,0.00
3/4/2021,668.00,668.00,668.00,668.00,,0.00
3/3/2021,667.00,667.00,667.00,667.00,,-0.01
3/2/2021,671.00,671.00,671.00,671.00,,0.00
3/1/2021,668.00,668.00,668.00,668.00,,0.00
2/26/2021,669.00,669.00,669.00,669.00,,0.00
2/25/2021,669.00,669.00,669.00,669.00,,0.00
2/24/2021,668.00,668.00,668.00,668.00,,0.01
2/23/2021,663.00,663.00,663.00,663.00,,0.02
2/22/2021,651.00,651.00,651.00,651.00,,0.02
2/19/2021,639.00,639.00,639.00,639.00,,0.02
2/18/2021,627.00,627.00,627.00,627.00,,0.04
2/17/2021,602.00,602.00,602.00,602.00,,0.02
2/16/2021,589.00,589.00,589.00,589.00,,0.07
2/15/2021,550.00,550.00,550.00,550.00,,0.02
2/12/2021,539.00,539.00,539.00,539.00,,0.04
2/11/2021,519.00,519.00,519.00,519.00,,0.02
2/10/2021,510.00,510.00,510.00,510.00,,0.03
2/9/2021,497.00,497.00,497.00,497.00,,0.00
2/8/2021,495.00,495.00,495.00,495.00,,0.00
2/5/2021,496.00,496.00,496.00,496.00,,0.00
2/4/2021,496.00,496.00,496.00,496.00,,0.00
2/3/2021,497.00,497.00,497.00,497.00,,-0.02
2/2/2021,506.00,506.00,506.00,506.00,,-0.02
2/1/2021,515.00,515.00,515.00,515.00,,0.00
1/29/2021,517.00,517.00,517.00,517.00,,-0.01
1/28/2021,521.00,521.00,521.00,521.00,,0.00
1/27/2021,521.00,521.00,521.00,521.00,,0.00
1/26/2021,520.00,520.00,520.00,520.00,,0.00
1/25/2021,519.00,519.00,519.00,519.00,,0.01
1/22/2021,512.00,512.00,512.00,512.00,,0.01
1/21/2021,505.00,505.00,505.00,505.00,,0.01
1/20/2021,498.00,498.00,498.00,498.00,,0.00
1/19/2021,496.00,496.00,496.00,496.00,,0.01
1/18/2021,492.00,492.00,492.00,492.00,,0.00
1/15/2021,493.00,493.00,493.00,493.00,,-0.01
1/14/2021,496.00,496.00,496.00,496.00,,-0.01
1/13/2021,500.00,500.00,500.00,500.00,,-0.01
1/12/2021,505.00,505.00,505.00,505.00,,-0.01
1/11/2021,511.00,511.00,511.00,511.00,,-0.02
1/8/2021,520.00,520.00,520.00,520.00,,-0.01
1/7/2021,524.00,524.00,524.00,524.00,,-0.02
1/6/2021,533.00,533.00,533.00,533.00,,-0.01
1/5/2021,540.00,540.00,540.00,540.00,,-0.01
1/4/2021,543.00,543.00,543.00,543.00,,0.17
12/24/2020,466.00,466.00,466.00,466.00,,0.00
12/23/2020,466.00,466.00,466.00,466.00,,0.00
12/22/2020,468.00,468.00,468.00,468.00,,0.02
12/21/2020,461.00,461.00,461.00,461.00,,0.01
12/18/2020,456.00,456.00,456.00,456.00,,0.01
12/17/2020,453.00,453.00,453.00,453.00,,0.03
12/16/2020,439.00,439.00,439.00,439.00,,0.01
12/15/2020,435.00,435.00,435.00,435.00,,0.01
12/14/2020,432.00,432.00,432.00,432.00,,0.00
12/11/2020,431.00,431.00,431.00,431.00,,0.00
12/10/2020,430.00,430.00,430.00,430.00,,-0.01
12/9/2020,435.00,435.00,435.00,435.00,,-0.01
12/8/2020,439.00,439.00,439.00,439.00,,0.00
12/7/2020,440.00,440.00,440.00,440.00,,0.00
12/4/2020,440.00,440.00,440.00,440.00,,-0.01
12/3/2020,445.00,445.00,445.00,445.00,,0.00
12/2/2020,444.00,444.00,444.00,444.00,,-0.02
12/1/2020,455.00,455.00,455.00,455.00,,-0.01
11/30/2020,458.00,458.00,458.00,458.00,,0.01
11/27/2020,455.00,455.00,455.00,455.00,,0.00
11/26/2020,457.00,457.00,457.00,457.00,,0.01
11/25/2020,451.00,451.00,451.00,451.00,,0.01
11/24/2020,447.00,447.00,447.00,447.00,,0.02
11/23/2020,437.00,437.00,437.00,437.00,,0.00
11/20/2020,438.00,438.00,438.00,438.00,,0.00
11/19/2020,437.00,437.00,437.00,437.00,,0.01
11/18/2020,431.00,431.00,431.00,431.00,,0.00
11/17/2020,432.00,432.00,432.00,432.00,,0.00
11/16/2020,430.00,430.00,430.00,430.00,,0.01
11/13/2020,425.00,425.00,425.00,425.00,,0.03
11/12/2020,413.00,413.00,413.00,413.00,,0.01
11/11/2020,407.00,407.00,407.00,407.00,,0.00
11/10/2020,405.00,405.00,405.00,405.00,,0.01
11/9/2020,403.00,403.00,403.00,403.00,,0.00
11/6/2020,403.00,403.00,403.00,403.00,,0.00
11/5/2020,405.00,405.00,405.00,405.00,,0.00
11/4/2020,405.00,405.00,405.00,405.00,,0.00
11/3/2020,405.00,405.00,405.00,405.00,,0.00
11/2/2020,406.00,406.00,406.00,406.00,,-0.01
10/30/2020,411.00,411.00,411.00,411.00,,-0.01
10/29/2020,416.00,416.00,416.00,416.00,,-0.01
10/28/2020,422.00,422.00,422.00,422.00,,-0.01
10/27/2020,426.00,426.00,426.00,426.00,,0.00
10/26/2020,425.00,425.00,425.00,425.00,,0.02
10/23/2020,417.00,417.00,417.00,417.00,,-0.01
10/22/2020,421.00,421.00,421.00,421.00,,-0.01
10/21/2020,424.00,424.00,424.00,424.00,,0.00
10/20/2020,423.00,423.00,423.00,423.00,,0.01
10/19/2020,420.00,420.00,420.00,420.00,,0.01
10/16/2020,417.00,417.00,417.00,417.00,,0.01
10/15/2020,414.00,414.00,414.00,414.00,,0.00
10/14/2020,412.00,412.00,412.00,412.00,,0.00
10/13/2020,410.00,410.00,410.00,410.00,,0.00
10/12/2020,410.00,410.00,410.00,410.00,,0.00
10/9/2020,412.00,412.00,412.00,412.00,,-0.01
10/8/2020,417.00,417.00,417.00,417.00,,0.00
10/7/2020,419.00,419.00,419.00,419.00,,-0.01
10/6/2020,424.00,424.00,424.00,424.00,,-0.01
10/5/2020,428.00,428.00,428.00,428.00,,0.00
10/2/2020,429.00,429.00,429.00,429.00,,-0.01
10/1/2020,432.00,432.00,432.00,432.00,,-0.01
9/30/2020,435.00,435.00,435.00,435.00,,0.00
9/29/2020,435.00,435.00,435.00,435.00,,0.00
9/28/2020,436.00,436.00,436.00,436.00,,0.00
9/25/2020,434.00,434.00,434.00,434.00,,0.00
9/24/2020,434.00,434.00,434.00,434.00,,0.01
9/23/2020,431.00,431.00,431.00,431.00,,0.00
9/22/2020,433.00,433.00,433.00,433.00,,-0.01
9/21/2020,439.00,439.00,439.00,439.00,,0.00
9/18/2020,441.00,441.00,441.00,441.00,,0.00
9/17/2020,443.00,443.00,443.00,443.00,,-0.01
9/16/2020,448.00,448.00,448.00,448.00,,-0.01
9/15/2020,453.00,453.00,453.00,453.00,,-0.01
9/14/2020,456.00,456.00,456.00,456.00,,-0.01
9/11/2020,459.00,459.00,459.00,459.00,,0.02
9/10/2020,450.00,450.00,450.00,450.00,,0.01
9/9/2020,447.00,447.00,447.00,447.00,,0.00
9/8/2020,446.00,446.00,446.00,446.00,,0.00
9/7/2020,444.00,444.00,444.00,444.00,,0.00
9/4/2020,446.00,446.00,446.00,446.00,,-0.01
9/3/2020,452.00,452.00,452.00,452.00,,-0.01
9/2/2020,457.00,457.00,457.00,457.00,,-0.02
9/1/2020,466.00,466.00,466.00,466.00,,-0.02
8/28/2020,474.00,474.00,474.00,474.00,,0.00
8/27/2020,472.00,472.00,472.00,472.00,,0.00
8/26/2020,473.00,473.00,473.00,473.00,,-0.01
8/25/2020,477.00,477.00,477.00,477.00,,-0.01
8/24/2020,480.00,480.00,480.00,480.00,,-0.01
8/21/2020,483.00,483.00,483.00,483.00,,-0.01
8/20/2020,488.00,488.00,488.00,488.00,,-0.01
8/19/2020,491.00,491.00,491.00,491.00,,0.00
8/18/2020,490.00,490.00,490.00,490.00,,-0.01
8/17/2020,493.00,493.00,493.00,493.00,,-0.01
8/14/2020,498.00,498.00,498.00,498.00,,0.00
8/13/2020,499.00,499.00,499.00,499.00,,0.00
8/12/2020,500.00,500.00,500.00,500.00,,0.01
8/11/2020,497.00,497.00,497.00,497.00,,-0.01
8/10/2020,503.00,503.00,503.00,503.00,,-0.01
8/7/2020,507.00,507.00,507.00,507.00,,0.00
8/6/2020,507.00,507.00,507.00,507.00,,0.00
8/5/2020,509.00,509.00,509.00,509.00,,0.01
8/4/2020,506.00,506.00,506.00,506.00,,0.00
8/3/2020,506.00,506.00,506.00,506.00,,0.00
7/31/2020,506.00,506.00,506.00,506.00,,0.00
7/30/2020,505.00,505.00,505.00,505.00,,0.00
7/29/2020,506.00,506.00,506.00,506.00,,-0.01
7/28/2020,513.00,513.00,513.00,513.00,,-0.01
7/27/2020,516.00,516.00,516.00,516.00,,-0.01
7/24/2020,520.00,520.00,520.00,520.00,,-0.02
7/23/2020,530.00,530.00,530.00,530.00,,-0.02
7/22/2020,539.00,539.00,539.00,539.00,,0.00
7/21/2020,541.00,541.00,541.00,541.00,,0.01
7/20/2020,534.00,534.00,534.00,534.00,,0.03
7/17/2020,520.00,520.00,520.00,520.00,,0.02
7/16/2020,509.00,509.00,509.00,509.00,,0.04
7/15/2020,491.00,491.00,491.00,491.00,,0.00
7/14/2020,492.00,492.00,492.00,492.00,,-0.01
7/13/2020,499.00,499.00,499.00,499.00,,0.00
7/10/2020,500.00,500.00,500.00,500.00,,0.00
7/9/2020,498.00,498.00,498.00,498.00,,0.01
7/8/2020,492.00,492.00,492.00,492.00,,0.01
7/7/2020,487.00,487.00,487.00,487.00,,0.01
7/6/2020,483.00,483.00,483.00,483.00,,0.03
7/3/2020,471.00,471.00,471.00,471.00,,0.02
7/2/2020,464.00,464.00,464.00,464.00,,0.00
7/1/2020,464.00,464.00,464.00,464.00,,0.00
6/30/2020,462.00,462.00,462.00,462.00,,-0.01
6/29/2020,465.00,465.00,465.00,465.00,,0.00
6/26/2020,467.00,467.00,467.00,467.00,,0.00
6/25/2020,466.00,466.00,466.00,466.00,,0.02
6/24/2020,459.00,459.00,459.00,459.00,,-0.03
6/23/2020,473.00,473.00,473.00,473.00,,-0.05
6/22/2020,496.00,496.00,496.00,496.00,,-0.03
6/19/2020,509.00,509.00,509.00,509.00,,-0.01
6/18/2020,513.00,513.00,513.00,513.00,,-0.02
6/17/2020,524.00,524.00,524.00,524.00,,-0.01
6/16/2020,530.00,530.00,530.00,530.00,,-0.03
6/15/2020,545.00,545.00,545.00,545.00,,-0.01
6/12/2020,551.00,551.00,551.00,551.00,,-0.01
6/11/2020,559.00,559.00,559.00,559.00,,-0.02
6/10/2020,572.00,572.00,572.00,572.00,,-0.01
6/9/2020,577.00,577.00,577.00,577.00,,-0.01
6/8/2020,584.00,584.00,584.00,584.00,,-0.01
6/5/2020,592.00,592.00,592.00,592.00,,-0.02
6/4/2020,605.00,605.00,605.00,605.00,,-0.04
6/3/2020,628.00,628.00,628.00,628.00,,-0.04
6/2/2020,653.00,653.00,653.00,653.00,,-0.06
6/1/2020,698.00,698.00,698.00,698.00,,-0.02
5/29/2020,713.00,713.00,713.00,713.00,,-0.01
5/28/2020,720.00,720.00,720.00,720.00,,-0.02
5/27/2020,733.00,733.00,733.00,733.00,,0.02
5/26/2020,718.00,718.00,718.00,718.00,,-0.02
5/22/2020,735.00,735.00,735.00,735.00,,-0.03
5/21/2020,756.00,756.00,756.00,756.00,,-0.05
5/20/2020,792.00,792.00,792.00,792.00,,-0.03
5/19/2020,818.00,818.00,818.00,818.00,,-0.03
5/18/2020,847.00,847.00,847.00,847.00,,-0.01
5/15/2020,852.00,852.00,852.00,852.00,,-0.01
5/14/2020,863.00,863.00,863.00,863.00,,-0.01
5/13/2020,872.00,872.00,872.00,872.00,,0.00
5/12/2020,870.00,870.00,870.00,870.00,,0.00
5/11/2020,868.00,868.00,868.00,868.00,,0.01
5/7/2020,863.00,863.00,863.00,863.00,,-0.02
5/6/2020,881.00,881.00,881.00,881.00,,-0.03
5/5/2020,905.00,905.00,905.00,905.00,,-0.11
5/4/2020,1015.00,1015.00,1015.00,1015.00,,-0.08
5/1/2020,1105.00,1105.00,1105.00,1105.00,,-0.11
4/30/2020,1236.00,1236.00,1236.00,1236.00,,-0.11
4/29/2020,1387.00,1387.00,1387.00,1387.00,,-0.08
4/28/2020,1503.00,1503.00,1503.00,1503.00,,-0.02
4/27/2020,1536.00,1536.00,1536.00,1536.00,,-0.01
4/24/2020,1550.00,1550.00,1550.00,1550.00,,0.01
4/23/2020,1537.00,1537.00,1537.00,1537.00,,0.01
4/22/2020,1525.00,1525.00,1525.00,1525.00,,0.11
4/21/2020,1377.00,1377.00,1377.00,1377.00,,0.17
4/20/2020,1182.00,1182.00,1182.00,1182.00,,0.02
4/17/2020,1154.00,1154.00,1154.00,1154.00,,0.05
4/16/2020,1102.00,1102.00,1102.00,1102.00,,0.02
4/15/2020,1084.00,1084.00,1084.00,1084.00,,-0.02
4/14/2020,1108.00,1108.00,1108.00,1108.00,,-0.01
4/9/2020,1114.00,1114.00,1114.00,1114.00,,0.04
4/8/2020,1071.00,1071.00,1071.00,1071.00,,-0.05
4/7/2020,1122.00,1122.00,1122.00,1122.00,,-0.10
4/6/2020,1240.00,1240.00,1240.00,1240.00,,-0.10
4/3/2020,1383.00,1383.00,1383.00,1383.00,,-0.01
4/2/2020,1402.00,1402.00,1402.00,1402.00,,0.00
4/1/2020,1406.00,1406.00,1406.00,1406.00,,0.01
3/31/2020,1394.00,1394.00,1394.00,1394.00,,0.03
3/30/2020,1348.00,1348.00,1348.00,1348.00,,0.10
3/27/2020,1230.00,1230.00,1230.00,1230.00,,0.11
3/26/2020,1111.00,1111.00,1111.00,1111.00,,0.04
3/25/2020,1068.00,1068.00,1068.00,1068.00,,0.03
3/24/2020,1041.00,1041.00,1041.00,1041.00,,-0.05
3/23/2020,1099.00,1099.00,1099.00,1099.00,,-0.06
3/20/2020,1166.00,1166.00,1166.00,1166.00,,-0.06
3/19/2020,1242.00,1242.00,1242.00,1242.00,,-0.10
3/18/2020,1379.00,1379.00,1379.00,1379.00,,-0.09
3/17/2020,1516.00,1516.00,1516.00,1516.00,,0.00
3/16/2020,1518.00,1518.00,1518.00,1518.00,,0.06
3/13/2020,1434.00,1434.00,1434.00,1434.00,,0.22
3/12/2020,1173.00,1173.00,1173.00,1173.00,,0.11
3/11/2020,1057.00,1057.00,1057.00,1057.00,,0.25
3/10/2020,848.00,848.00,848.00,848.00,,0.09
3/9/2020,778.00,778.00,778.00,778.00,,0.02
3/6/2020,764.00,764.00,764.00,764.00,,-0.04
3/5/2020,792.00,792.00,792.00,792.00,,-0.01
3/4/2020,796.00,796.00,796.00,796.00,,0.00
3/3/2020,796.00,796.00,796.00,796.00,,0.00
3/2/2020,796.00,796.00,796.00,796.00,,0.00
2/28/2020,796.00,796.00,796.00,796.00,,-0.01
2/27/2020,806.00,806.00,806.00,806.00,,-0.01
2/26/2020,817.00,817.00,817.00,817.00,,-0.04
2/25/2020,850.00,850.00,850.00,850.00,,-0.01
2/24/2020,862.00,862.00,862.00,862.00,,0.00
2/21/2020,865.00,865.00,865.00,865.00,,-0.01
2/20/2020,870.00,870.00,870.00,870.00,,0.00
2/19/2020,872.00,872.00,872.00,872.00,,0.00
2/18/2020,871.00,871.00,871.00,871.00,,0.00
2/17/2020,871.00,871.00,871.00,871.00,,0.01
2/14/2020,865.00,865.00,865.00,865.00,,0.01
2/13/2020,855.00,855.00,855.00,855.00,,0.01
2/12/2020,847.00,847.00,847.00,847.00,,0.01
2/11/2020,840.00,840.00,840.00,840.00,,0.03
2/10/2020,816.00,816.00,816.00,816.00,,0.02
2/7/2020,803.00,803.00,803.00,803.00,,0.01
2/6/2020,796.00,796.00,796.00,796.00,,0.00
2/5/2020,798.00,798.00,798.00,798.00,,-0.01
2/4/2020,803.00,803.00,803.00,803.00,,-0.06
2/3/2020,850.00,850.00,850.00,850.00,,-0.04
1/31/2020,882.00,882.00,882.00,882.00,,-0.06
1/30/2020,934.00,934.00,934.00,934.00,,-0.11
1/29/2020,1046.00,1046.00,1046.00,1046.00,,-0.04
1/28/2020,1093.00,1093.00,1093.00,1093.00,,-0.05
1/27/2020,1152.00,1152.00,1152.00,1152.00,,-0.03
1/24/2020,1190.00,1190.00,1190.00,1190.00,,-0.01
1/23/2020,1208.00,1208.00,1208.00,1208.00,,-0.02
1/22/2020,1237.00,1237.00,1237.00,1237.00,,0.01
1/21/2020,1227.00,1227.00,1227.00,1227.00,,0.00
1/20/2020,1226.00,1226.00,1226.00,1226.00,,-0.01
1/17/2020,1241.00,1241.00,1241.00,1241.00,,-0.05
1/16/2020,1305.00,1305.00,1305.00,1305.00,,-0.03
1/15/2020,1340.00,1340.00,1340.00,1340.00,,-0.04
1/14/2020,1396.00,1396.00,1396.00,1396.00,,-0.04
1/13/2020,1448.00,1448.00,1448.00,1448.00,,-0.02
1/10/2020,1473.00,1473.00,1473.00,1473.00,,-0.02
1/9/2020,1508.00,1508.00,1508.00,1508.00,,-0.01
1/8/2020,1520.00,1520.00,1520.00,1520.00,,0.01
1/7/2020,1509.00,1509.00,1509.00,1509.00,,0.01
1/6/2020,1500.00,1500.00,1500.00,1500.00,,-0.01
1/3/2020,1517.00,1517.00,1517.00,1517.00,,0.01
1/2/2020,1503.00,1503.00,1503.00,1503.00,,-0.06
